G4_network_standard,记录数,_id,attraction_title,back_Camera,body_color,comment_sum,forward_Camera,good_birth,good_card_support,good_name,good_weight,good_width,goods_detail12,goods_href,id,mobile_memory,手机品牌,mobile_name,moblie_system,network_standard,paras,phone_shop,photo_feature,power_size,previous_price,run_memory
无,1,5be675180d8c,京东配送◆原封国行正品◆赠礼品：钢化膜+保护套！1200万后置摄像，前置指纹识别,1200万-1999万,无,60,500万-799万,无,单卡单待,Apple 苹果7 iPhone7 全网通4G智能手机 玫瑰金 全网通 128G,390.00g,无,"商品毛重：390.00g,多卡支持：单卡单待,前置摄像头像素：500万-799万,电池容量：1200mAh-1999mAh,网络制式：4G LTE全网通,机身内存：128GB,后置摄像头像素：1200万-1999万,",/detail/28108210511,28108210511,128GB,苹果,Apple,无,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：700万像素,核数：其他,频率：以官网信息为准,",久汇通官方旗舰店,无,1200mAh-1999mAh,￥5999.00,无
其他,1,5be675190d8c,"金立S10C手机，1600万柔光自拍更美！
支持应用人脸识别，支持应用分身！
下单赠送低音蓝牙音箱，晒单分享再送蓝牙耳机！
现货哦~",1200万-1999万,无,40,1600万-1999万,无,双卡双待单4G,金立（Gionee） S10C 双卡双待 智能手机 4G+32G 骁龙 全网通4G手机 樱花金,1.0kg,7,"商品毛重：1.0kg,系统：安卓（Android）,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：人脸识别,前置摄像头像素：1600万-1999万,机身厚度：薄（7mm-8.5mm）,后置摄像头像素：1200万-1999万,电池容量：3000mAh-3999mAh,多卡支持：双卡双待单4G,",/detail/32294232072,32294232072,无,金立,金立（Gionee）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：1600万像素,核数：四核,频率：1.4GHz,",酷风行手机旗舰店,无,3000mAh-3999mAh,￥899.00,无
VOLTE 4G通话,1,5be675190d8c,【原封正品 包邮速发】人脸识别  双摄美拍！,1200万-1999万,无,30,800万-1599万,中国大陆,双卡双待单4G,华为（HUAWEI） 荣耀7C 畅玩7C 手机 魅焰红 全网通(4GB RAM+64GB ROM)标配,150.00g,无,"商品毛重：150.00g,商品产地：中国大陆,多卡支持：双卡双待单4G,前置摄像头像素：800万-1599万,拍照特点：后置双摄像头,游戏配置：游戏模式,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,4G LTE网络特性：VOLTE 4G通话,",/detail/27801063597,27801063597,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：800万像素,核数：八核,频率：以官网信息为准,",爵臻手机专营店,后置双摄像头,无,￥1499.00,无
VOLTE 4G通话,1,5be675190d8c,,1200万-1999万,金色系,90,800万-1599万,无,双卡双待双4G,金立（Gionee） M7 全面屏 6G+64G 全网通4G 智能手机 双卡双待 香槟金,0.7kg,7,"商品毛重：0.7kg,多卡支持：双卡双待双4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：4000mAh-5999mAh,4G LTE网络特性：VOLTE 4G通话,热点：人脸识别，快速充电,运行内存：6GB,前置摄像头像素：800万-1599万,系统：安卓（Android）,机身颜色：金色系,后置摄像头像素：1200万-1999万,机身内存：64GB,网络制式：4G LTE全网通,",/detail/27795005878,27795005878,64GB,金立,金立（Gionee）,安卓（Android）,4G LTE全网通,"后置摄像头：1600万+800万像素,前置摄像头：800万像素,核数：八核,频率：2.3GHz,",圆周率手机专营店,后置双摄像头,4000mAh-5999mAh,￥2799.00,6GB
VOLTE 4G通话,1,5be675190d8c,,无,无,90,无,无,双卡双待单4G,华为（HUAWEI） 荣耀 V9 play 手机 移动联通电信4G  双卡双待 极光蓝 全网通4G(3G+32G)标配,500.00g,无,"商品毛重：500.00g,热点：无线充电,网络制式：4G LTE全网通,多卡支持：双卡双待单4G,4G LTE网络特性：VOLTE 4G通话,",/detail/28971944272,28971944272,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：800万像素,核数：八核,频率：最高1.5GHz,",优品美手机专营店,无,无,0,无
移动4G+,1,5be675190d8c,【现货速发】骁龙845处理器，红外人脸解锁，AI变焦双摄，AI语音助手。”商品参数信息以官网为准“【小米8青春版】点击查看。,无,无,40,无,无,双卡双待单4G,小米（MI） 小米8 手机 黑色 全网通 6G+128G,200.00g,无,"商品毛重：200.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：移动4G+,",/detail/28768570682,28768570682,无,小米,小米（MI）,无,4G LTE全网通,"后置摄像头：双1200万像素,前置摄像头：2000万像素,核数：八核,频率：以官网信息为准,",伟德手机专营店,无,无,￥3299.00,无
其他,1,5be675190d8c,【自带壳膜】6.95英寸大屏，后置2400W像素，5000mAh大电池。,无,无,10,无,无,双卡双待单4G,华为（HUAWEI） 荣耀Note10手机 幻夜黑 全网通 6G+128G,200.00g,无,"商品毛重：200.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/31548422366,31548422366,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2400万+1600万像素,前置摄像头：1300万像素,核数：八核,频率：以官网信息为准,",伟德手机专营店,无,无,￥3399.00,无
其他,1,5be675190d8c,【原装国行正品】下单即送钢化膜.保护壳.无线充电器  ,1200万-1999万,无,80,500万-799万,无,单卡单待,Apple 苹果 iphone XS 手机 金色 全网通 64G,380.00g,7,"商品毛重：380.00g,多卡支持：单卡单待,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/28135895775,28135895775,无,苹果,Apple,无,4G LTE全网通,"后置摄像头：双1200万像素,前置摄像头：700万像素,核数：其他,频率：-,",易道手机专营店,无,无,0,无
其他,1,5be675190d8c,打造专业自拍神器。电影级虚化！,2000万及以上,无,30,800万-1599万,无,单卡单待,美图（meitu） Meitu 美图M8s 美颜自拍手机 芭比粉 官方标配,500.00g,8,"商品毛重：500.00g,多卡支持：单卡单待,机身厚度：普通（8.5mm以上）,前置摄像头像素：800万-1599万,游戏配置：游戏深度适配/调优,后置摄像头像素：2000万及以上,网络制式：4G LTE全网通,热点：快速充电,4G LTE网络特性：其他,",/detail/28411434904,28411434904,无,美图,美图（meitu）,无,4G LTE全网通,"后置摄像头：2100万像素,前置摄像头：1200万+500万像素,核数：十核,频率：2.5,",聚捷联盛手机旗舰店,无,无,￥2199.00,无
其他,1,5be675190d8c,1300万像素 后置双摄【赠手机壳/膜+耳机等5件好礼】,2000万及以上,无,90,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 华为畅享7S 手机 黑色 移动全网通（3+32G）标配,500.00g,7,"商品毛重：500.00g,系统：安卓（Android）,机身厚度：超薄（7mm以下）,拍照特点：光学变焦,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,前置摄像头像素：800万-1599万,游戏配置：游戏模式,网络制式：4G LTE全网通,后置摄像头像素：2000万及以上,屏幕配置：OLED屏,多卡支持：双卡双待单4G,",/detail/28460502425,28460502425,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：200万像素,前置摄像头：800万像素,核数：八核,频率：官方为准,",福气多多通信专营店,光学变焦,3000mAh-3999mAh,0,无
VOLTE 4G通话,1,5be675190d8c,魅族旗舰新品火爆现货销售／骁龙845／液冷散热铜管／屏下指纹／,无,无,10,2000万及以上,无,双卡双待单4G,魅族（MEIZU） 魅族 16th 全面屏手机  全网通移动联通电信4G手机 双卡双待 静夜黑 6GB 128GB,300.00g,无,"商品毛重：300.00g,多卡支持：双卡双待单4G,屏幕配置：符合全面屏比例,拍照特点：后置双摄像头,游戏配置：游戏模式,前置摄像头像素：2000万及以上,网络制式：4G LTE全网通,热点：屏下指纹,4G LTE网络特性：VOLTE 4G通话,",/detail/31344334456,31344334456,无,魅族,魅族（MEIZU）,无,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：2000万像素,核数：八核,频率：-,",中域电讯旗舰店,后置双摄像头,无,0,无
其他,1,5be675190d8c,"【放心】原装正品，全国联保，七天保价，货到付款
【用心】赠通用游戏手柄+品牌充电宝+影视会员+运费险+店铺延保五重好礼
【省心】骁龙710处理器/3600毫安电池/18w快充/7.15mm薄机身",无,无,40,无,无,双卡双待单4G,锤子（smartisan） 锤子 坚果pro2s 手机 炫光蓝 全网通 6G+128G,500.00g,无,"商品毛重：500.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/31810466431,31810466431,无,锤子,锤子（smartisan）,无,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：1600万像素,核数：八核,频率：以官网信息为准,",博海宇通手机旗舰店,无,无,0,无
其他,1,5be675190d8c,"【限时优惠】2980-150、1980-100、980-60、980-50优惠券限量领取(部分商品可用
【购机权益】原装国行, 全国联保, 下单赠好礼, 顺丰速递
【店长推荐】推荐加购碎屏险, 戳我进入推荐页面",2000万及以上,无,50,1600万-1999万,无,双卡双待双4G,华为（HUAWEI） 荣耀8X 手机 幻夜黑 全网通 6GB+64GB,500.00g,7,"商品毛重：500.00g,多卡支持：双卡双待双4G,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：1600万-1999万,后置摄像头像素：2000万及以上,网络制式：4G LTE全网通,拍照特点：后置双摄像头,4G LTE网络特性：其他,",/detail/32501328335,32501328335,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2000万像素,前置摄像头：1600万像素,核数：八核,频率：以官网信息为准,",杰凌手机旗舰店,后置双摄像头,无,0,无
其他,1,5be6751a0d8c,,1200万-1999万,无,20,800万-1599万,无,双卡双待单4G,小米（MI） 小米Max3 6.9英寸全面屏 全网通手机 金色 (6G+128G),1.0kg,无,"商品毛重：1.0kg,热点：快速充电,前置摄像头像素：800万-1599万,系统：安卓（Android）,多卡支持：双卡双待单4G,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,后置摄像头像素：1200万-1999万,4G LTE网络特性：其他,",/detail/30572078243,30572078243,无,小米,小米（MI）,安卓（Android）,4G LTE LTE-TDD/LTE-FDD移动联通双4G,"后置摄像头：1200+500万像素,前置摄像头：800万像素,核数：八核,频率：以官网信息为准,",泰业手机专营店,无,无,￥1999.00,无
无,1,5be6751a0d8c,京东配送◆质保365天◆赠送膜、壳！5.7英寸全面屏，高清双摄，三卡槽！人脸识别！,1200万-1999万,无,40,500万-799万,无,双卡双待单4G,华为（HUAWEI） 畅享8e 移动4G+全网通 全面屏智能老人手机 黑色 3G+32G,200.00g,7,"商品毛重：200.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,拍照特点：前置闪光灯，后置双摄像头,电池容量：3000mAh-3999mAh,系统：安卓（Android）,热点：人脸识别,运行内存：3GB,前置摄像头像素：500万-799万,网络制式：4G LTE 移动LTE-TDD,后置摄像头像素：1200万-1999万,游戏配置：游戏模式,机身内存：32GB,屏幕配置：符合全面屏比例,",/detail/30692740683,30692740683,32GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE 移动LTE-TDD,"后置摄像头：1300+200万像素,前置摄像头：500万像素,核数：八核,频率：以官网信息为准,",久汇通官方旗舰店,前置闪光灯，后置双摄像头,3000mAh-3999mAh,￥899.00,3GB
其他,1,5be6751a0d8c,5.45”全面屏丨柔光自拍丨后置1300万丨32G三卡槽丨大电量持久续航》,1200万-1999万,无,40,500万-799万,无,双卡双待单4G,华为（HUAWEI） 畅享8e 青春版 全面屏手机 黑色 全网通 2G+32G,1.0kg,7,"商品毛重：1.0kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,网络制式：4G LTE全网通,屏幕配置：符合全面屏比例,",/detail/30509175902,30509175902,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：Cortex A53 1.5GHz,",华信通手机专营店,无,3000mAh-3999mAh,￥899.00,无
其他,1,5be6751a0d8c,原装正品+全国联保+7天无理由退换+货到付款！,无,无,20,无,中国大陆,双卡双待单4G,华为（HUAWEI） 荣耀Note10 全面屏手机 幻影蓝 全网通6+128G,500.00g,无,"商品毛重：500.00g,商品产地：中国大陆,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/32205320671,32205320671,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2400万+1600万像素,前置摄像头：1300万像素,核数：八核,频率： 2.36GHz,",凯宏手机专营店,无,无,￥3299.00,无
无,1,5be6751a0d8c,,1200万-1999万,金色系,40,500万-799万,无,双卡双待单4G,华为（HUAWEI） 荣耀畅玩7 全网通公开版4G 移动联通电信4G 老人手机 双卡双待 金色,200.00g,7,"商品毛重：200.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,网络制式：4G LTE 移动LTE-TDD,机身颜色：金色系,热点：人脸识别,运行内存：2GB,前置摄像头像素：500万-799万,屏幕配置：符合全面屏比例,系统：安卓（Android）,后置摄像头像素：1200万-1999万,机身内存：16GB,电池容量：3000mAh-3999mAh,",/detail/30802312488,30802312488,16GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE 移动LTE-TDD,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：0,",移联翼官方旗舰店,无,3000mAh-3999mAh,0,2GB
无,1,5be6751a0d8c,【京东直发】电信男女 快捷拨号 翻盖接听 大字体大按键 语音播报 ,无,无,50,无,无,无,纽曼（Newman） F9C 电信翻盖老人手机 中国红,260.00g,无,"商品毛重：260.00g,",/detail/27394340885,27394340885,无,纽曼,纽曼（Newman）,无,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：其他,",优星伟业手机专营店,无,无,0,无
移动4G+,1,5be6751a0d8c,AI摄影大师！影棚级人像自拍！ ,1200万-1999万,无,20,无,无,双卡双待单4G,华为（HUAWEI） 华为P20手机 亮黑色 6G+64GB（全网通）,180.00g,7,"商品毛重：180.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：移动4G+,热点：人工智能,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,屏幕配置：符合全面屏比例,游戏配置：游戏模式,老人机配置：智能机（老龄模式）,系统：安卓（Android）,",/detail/26774910888,26774910888,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：2400万像素,核数：八核,频率：0,",恒大和旗舰店,后置双摄像头,3000mAh-3999mAh,￥3388.00,无
其他,1,5be6751a0d8c,【荣耀旗舰】麒麟970！2000万AI变焦双摄,1200万-1999万,无,40,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 荣耀V10 手机 极光蓝 全网通 (6G+64G),200.00g,7,"商品毛重：200.00g,多卡支持：双卡双待单4G,机身厚度：超薄（7mm以下）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：人工智能，快速充电,前置摄像头像素：800万-1599万,屏幕配置：符合全面屏比例,后置摄像头像素：1200万-1999万,系统：安卓（Android）,电池容量：3000mAh-3999mAh,",/detail/30161193942,30161193942,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1600万像素,前置摄像头：1300万像素,核数：八核,频率：4x A73 2.36 GHz+4xA531.8,",淘金手机专营店,后置双摄像头,3000mAh-3999mAh,￥2299.00,无
其他,1,5be6751a0d8c,,无,无,20,无,无,双卡双待单4G,华为（HUAWEI） 荣耀V10 手机 荣耀 v10 全网通移动联通电信4G手机 双卡双待 魅丽红 全网通  6G+64G,380.00g,无,"商品毛重：380.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/32798916168,32798916168,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2000万+1600万像素,前置摄像头：1300万像素,核数：八核 + 微智核i7,频率： 2.36 ,",华飞手机专营店,无,无,0,无
